Sample in Buffer,Sample in Window,TRIGGER,design_1_i/lepton_if_0_sclk,design_1_i/lepton_if_0_ss,design_1_i/miso_0_1,design_1_i/reset_0_1,design_1_i/spi_master_0_line_val,design_1_i/spi_master_0_enb,design_1_i/spi_master_0_line_out[7:0],design_1_i/spi_master_0_seg_num[0:3],design_1_i/spi_master_0_shift_reg[0:15],design_1_i/spi_master_0_dinb[31:0],design_1_i/spi_master_0_current_state_wire[3:0],design_1_i/spi_master_0_web[3:0],design_1_i/spi_master_0_rstb
0,0,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
1,1,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
2,2,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
3,3,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
4,4,0,0,0,0,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
5,5,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
6,6,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
7,7,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
8,8,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
9,9,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
10,10,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
11,11,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
12,12,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
13,13,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
14,14,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
15,15,1,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
16,16,0,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
17,17,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
18,18,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
19,19,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
20,20,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
21,21,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
22,22,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
23,23,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
24,24,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
25,25,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
26,26,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
27,27,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
28,28,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
29,29,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
30,30,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
31,31,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
32,32,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
33,33,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
34,34,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
35,35,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
36,36,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
37,37,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
38,38,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
39,39,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
40,40,0,1,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
41,41,0,1,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
42,42,0,0,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
43,43,0,0,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
44,44,0,0,0,1,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
45,45,0,1,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
46,46,0,1,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
47,47,0,0,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
48,48,0,0,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
49,49,0,0,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
50,50,0,1,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
51,51,0,1,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
52,52,0,0,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
53,53,0,0,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
54,54,0,0,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
55,55,0,1,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
56,56,0,1,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
57,57,0,0,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
58,58,0,0,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
59,59,0,0,0,0,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
60,60,0,1,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
61,61,0,1,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
62,62,0,0,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
63,63,0,0,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
64,0,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
65,1,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
66,2,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
67,3,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
68,4,0,0,0,0,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
69,5,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
70,6,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
71,7,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
72,8,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
73,9,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
74,10,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
75,11,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
76,12,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
77,13,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
78,14,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
79,15,1,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
80,16,0,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
81,17,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
82,18,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
83,19,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
84,20,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
85,21,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
86,22,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
87,23,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
88,24,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
89,25,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
90,26,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
91,27,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
92,28,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
93,29,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
94,30,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
95,31,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
96,32,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
97,33,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
98,34,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
99,35,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
100,36,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
101,37,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
102,38,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
103,39,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
104,40,0,1,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
105,41,0,1,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
106,42,0,0,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
107,43,0,0,0,0,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
108,44,0,0,0,1,0,0,0,40,0101,0000000010100000,b8100000,2,0,0
109,45,0,1,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
110,46,0,1,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
111,47,0,0,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
112,48,0,0,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
113,49,0,0,0,1,0,0,0,40,0101,1000000001010000,b8100000,2,0,0
114,50,0,1,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
115,51,0,1,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
116,52,0,0,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
117,53,0,0,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
118,54,0,0,0,1,0,0,0,40,0101,1100000000101000,b8100000,2,0,0
119,55,0,1,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
120,56,0,1,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
121,57,0,0,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
122,58,0,0,0,1,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
123,59,0,0,0,0,0,0,0,40,0101,1110000000010100,b8100000,2,0,0
124,60,0,1,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
125,61,0,1,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
126,62,0,0,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
127,63,0,0,0,0,0,0,0,40,0101,0111000000001010,b8100000,2,0,0
128,0,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
129,1,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
130,2,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
131,3,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
132,4,0,0,0,0,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
133,5,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
134,6,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
135,7,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
136,8,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
137,9,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
138,10,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
139,11,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
140,12,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
141,13,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
142,14,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
143,15,1,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
144,16,0,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
145,17,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
146,18,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
147,19,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
148,20,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
149,21,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
150,22,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
151,23,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
152,24,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
153,25,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
154,26,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
155,27,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
156,28,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
157,29,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
158,30,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
159,31,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
160,32,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
161,33,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
162,34,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
163,35,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
164,36,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
165,37,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
166,38,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
167,39,0,0,0,1,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
168,40,0,1,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
169,41,0,1,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
170,42,0,0,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
171,43,0,0,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
172,44,0,0,0,0,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
173,45,0,1,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
174,46,0,1,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
175,47,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
176,48,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
177,49,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
178,50,0,1,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
179,51,0,1,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
180,52,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
181,53,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
182,54,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
183,55,0,1,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
184,56,0,1,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
185,57,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
186,58,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
187,59,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
188,60,0,1,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
189,61,0,1,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
190,62,0,0,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
191,63,0,0,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
192,0,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
193,1,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
194,2,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
195,3,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
196,4,0,0,0,0,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
197,5,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
198,6,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
199,7,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
200,8,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
201,9,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
202,10,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
203,11,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
204,12,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
205,13,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
206,14,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
207,15,1,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
208,16,0,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
209,17,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
210,18,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
211,19,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
212,20,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
213,21,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
214,22,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
215,23,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
216,24,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
217,25,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
218,26,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
219,27,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
220,28,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
221,29,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
222,30,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
223,31,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
224,32,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
225,33,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
226,34,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
227,35,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
228,36,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
229,37,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
230,38,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
231,39,0,0,0,1,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
232,40,0,1,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
233,41,0,1,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
234,42,0,0,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
235,43,0,0,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
236,44,0,0,0,0,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
237,45,0,1,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
238,46,0,1,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
239,47,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
240,48,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
241,49,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
242,50,0,1,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
243,51,0,1,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
244,52,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
245,53,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
246,54,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
247,55,0,1,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
248,56,0,1,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
249,57,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
250,58,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
251,59,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
252,60,0,1,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
253,61,0,1,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
254,62,0,0,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
255,63,0,0,0,0,0,0,0,40,0101,0000100000001010,b8100000,2,0,0
256,0,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
257,1,0,1,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
258,2,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
259,3,0,0,0,1,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
260,4,0,0,0,0,0,0,0,41,0101,1010000000010110,b8100000,1,0,0
261,5,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
262,6,0,1,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
263,7,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
264,8,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
265,9,0,0,0,0,0,0,0,41,0101,0101000000001011,b8100000,1,0,0
266,10,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
267,11,0,1,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
268,12,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
269,13,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
270,14,0,0,0,0,0,0,0,41,0101,0010100000000101,b8100000,1,0,0
271,15,1,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
272,16,0,1,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
273,17,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
274,18,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
275,19,0,0,0,0,0,1,0,40,0101,0001010000000010,b8100000,2,0,0
276,20,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
277,21,0,1,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
278,22,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
279,23,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
280,24,0,0,0,0,0,0,0,40,0101,0000101000000001,b8100000,2,0,0
281,25,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
282,26,0,1,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
283,27,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
284,28,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
285,29,0,0,0,0,0,0,0,40,0101,0000010100000000,b8100000,2,0,0
286,30,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
287,31,0,1,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
288,32,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
289,33,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
290,34,0,0,0,0,0,0,0,40,0101,0000001010000000,b8100000,2,0,0
291,35,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
292,36,0,1,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
293,37,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
294,38,0,0,0,0,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
295,39,0,0,0,1,0,0,0,40,0101,0000000101000000,b8100000,2,0,0
296,40,0,1,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
297,41,0,1,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
298,42,0,0,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
299,43,0,0,0,1,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
300,44,0,0,0,0,0,0,0,40,0101,1000000010100000,b8100000,2,0,0
301,45,0,1,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
302,46,0,1,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
303,47,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
304,48,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
305,49,0,0,0,0,0,0,0,40,0101,0100000001010000,b8100000,2,0,0
306,50,0,1,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
307,51,0,1,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
308,52,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
309,53,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
310,54,0,0,0,0,0,0,0,40,0101,0010000000101000,b8100000,2,0,0
311,55,0,1,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
312,56,0,1,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
313,57,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
314,58,0,0,0,0,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
315,59,0,0,0,1,0,0,0,40,0101,0001000000010100,b8100000,2,0,0
316,60,0,1,0,1,0,0,0,40,0101,1000100000001010,b8100000,2,0,0
