Sample in Buffer,Sample in Window,TRIGGER,design_1_i/lepton_if_0_sclk,design_1_i/lepton_if_0_ss,design_1_i/miso_0_1,design_1_i/axi_gpio_0_gpio_io_o,design_1_i/lepton_vospi_0_axis_m_tlast,design_1_i/lepton_vospi_0_axis_m_tuser,design_1_i/lepton_vospi_0_line_out[11:0],design_1_i/lepton_vospi_0_seg_num[3:0],design_1_i/lepton_vospi_0_axis_m_tvalid,design_1_i/lepton_vospi_0_axis_m_tdata[31:0],design_1_i/Net,design_1_i/lepton_vospi_0_line_val,design_1_i/lepton_vospi_0_current_state_wire[3:0],design_1_i/lepton_vospi_0_shift_reg_wire[15:0],design_1_i/lepton_vospi_0_mode[3:0]
0,0,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0010111010100011,1
1,1,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0010111010100011,1
2,2,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0010111010100011,1
3,3,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0010111010100011,1
4,4,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0010111010100011,1
5,5,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0101110101000111,1
6,6,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0101110101000111,1
7,7,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0101110101000111,1
8,8,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0101110101000111,1
9,9,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0101110101000111,1
10,10,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,1011101010001111,1
11,11,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,1011101010001111,1
12,12,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,1011101010001111,1
13,13,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,1011101010001111,1
14,14,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,1011101010001111,1
15,15,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,1,0111010100011111,1
16,16,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,2,0111010100011111,2
17,17,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,2,0111010100011111,2
18,18,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,2,0111010100011111,2
19,19,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010010001011,1,0,2,0111010100011111,2
20,20,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,2,1110101000111110,2
21,21,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110101000111110,1
22,22,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110101000111110,1
23,23,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110101000111110,1
24,24,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110101000111110,1
25,25,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1101010001111100,1
26,26,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1101010001111100,1
27,27,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1101010001111100,1
28,28,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1101010001111100,1
29,29,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1101010001111100,1
30,30,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010100011111000,1
31,31,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010100011111000,1
32,32,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010100011111000,1
33,33,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010100011111000,1
34,34,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010100011111000,1
35,35,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0101000111110000,1
36,36,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0101000111110000,1
37,37,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0101000111110000,1
38,38,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0101000111110000,1
39,39,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0101000111110000,1
40,40,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010001111100000,1
41,41,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010001111100000,1
42,42,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010001111100000,1
43,43,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010001111100000,1
44,44,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1010001111100000,1
45,45,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0100011111000000,1
46,46,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0100011111000000,1
47,47,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0100011111000000,1
48,48,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0100011111000000,1
49,49,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0100011111000000,1
50,50,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000111110000000,1
51,51,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000111110000000,1
52,52,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000111110000000,1
53,53,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000111110000000,1
54,54,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000111110000000,1
55,55,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0001111100000000,1
56,56,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0001111100000000,1
57,57,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0001111100000000,1
58,58,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0001111100000000,1
59,59,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0001111100000000,1
60,60,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0011111000000000,1
61,61,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0011111000000000,1
62,62,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0011111000000000,1
63,63,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0011111000000000,1
64,64,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0011111000000000,1
65,65,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0111110000000000,1
66,66,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0111110000000000,1
67,67,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0111110000000000,1
68,68,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0111110000000000,1
69,69,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0111110000000000,1
70,70,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111100000000001,1
71,71,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111100000000001,1
72,72,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111100000000001,1
73,73,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111100000000001,1
74,74,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111100000000001,1
75,75,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
76,76,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
77,77,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
78,78,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
79,79,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1111000000000010,1
80,80,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
81,81,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
82,82,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
83,83,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
84,84,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1110000000000100,1
85,85,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
86,86,0,1,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
87,87,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
88,88,0,0,0,0,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
89,89,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1100000000001000,1
90,90,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
91,91,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
92,92,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
93,93,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
94,94,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,1000000000010001,1
95,95,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
96,96,0,1,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
97,97,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
98,98,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
99,99,0,0,0,1,1,0,0,34,0000,0,01110100111110010111010100011111,1,0,1,0000000000100011,1
100,100,1,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
101,101,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
102,102,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
103,103,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
104,104,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,1,1,0000000001000111,1
105,105,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
106,106,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
107,107,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
108,108,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
109,109,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000010001110,1
110,110,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
111,111,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
112,112,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
113,113,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
114,114,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000000100011101,1
115,115,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
116,116,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
117,117,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
118,118,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
119,119,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000001000111011,1
120,120,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
121,121,0,1,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
122,122,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
123,123,0,0,0,1,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
124,124,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000010001110111,1
125,125,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000100011101110,1
126,126,0,1,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000100011101110,1
127,127,0,0,0,0,1,0,0,35,0000,0,01110100111110010111010100011111,1,0,1,0000100011101110,1
128,0,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
129,1,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
130,2,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
131,3,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
132,4,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0100111010000101,1
133,5,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
134,6,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
135,7,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
136,8,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
137,9,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,1001110100001011,1
138,10,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
139,11,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
140,12,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
141,13,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
142,14,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0011101000010110,1
143,15,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,1,0111010000101100,1
144,16,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
145,17,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
146,18,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
147,19,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101010,1,0,2,0111010000101100,2
148,20,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,2,1110100001011000,2
149,21,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
150,22,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
151,23,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
152,24,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1110100001011000,1
153,25,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
154,26,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
155,27,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
156,28,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
157,29,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1101000010110000,1
158,30,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
159,31,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
160,32,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
161,33,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
162,34,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1010000101100000,1
163,35,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
164,36,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
165,37,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
166,38,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
167,39,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0100001011000000,1
168,40,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
169,41,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
170,42,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
171,43,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
172,44,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000010110000000,1
173,45,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
174,46,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
175,47,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
176,48,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
177,49,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0000101100000000,1
178,50,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
179,51,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
180,52,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
181,53,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
182,54,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0001011000000000,1
183,55,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
184,56,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
185,57,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
186,58,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
187,59,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0010110000000000,1
188,60,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
189,61,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
190,62,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
191,63,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
192,64,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0101100000000000,1
193,65,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
194,66,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
195,67,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
196,68,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
197,69,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1011000000000000,1
198,70,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
199,71,0,1,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
200,72,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
201,73,0,0,0,1,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
202,74,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,0110000000000001,1
203,75,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
204,76,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
205,77,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
206,78,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
207,79,0,0,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1100000000000010,1
208,80,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
209,81,0,1,0,0,1,0,0,35,0000,0,01110100001010100111010000101100,1,0,1,1000000000000100,1
